StartTime: 2020-05-20 15:16:49.551
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s) 
0x50	 15:32:47.054	-0.0933	0.9131	-0.3950	-52.5513	28.6865	-19.9585 
0x50	 15:32:47.074	0.0073	0.9263	-0.4204	-47.2412	48.0957	-25.3906 
0x50	 15:32:47.074	0.0073	0.9263	-0.4204	-47.2412	48.0957	-25.3906 
0x50	 15:32:47.104	0.0073	0.9263	-0.4204	-47.2412	48.0957	-25.3906 
0x50	 15:32:47.104	0.0244	0.9019	-0.4243	-44.4946	38.1470	-27.2217 
0x50	 15:32:47.104	0.0244	0.9019	-0.4243	-44.4946	38.1470	-27.2217 
0x50	 15:32:47.124	0.0186	0.8765	-0.4600	-41.2598	8.9111	-6.2866 
0x50	 15:32:47.124	0.0186	0.8765	-0.4600	-41.2598	8.9111	-6.2866 
0x50	 15:32:47.134	-0.0068	0.9019	-0.4048	-44.3726	-5.2490	4.5166 
0x50	 15:32:47.154	-0.0068	0.9019	-0.4048	-44.3726	-5.2490	4.5166 
0x50	 15:32:47.154	0.0078	0.8994	-0.3970	-48.5229	-8.9111	2.3193 
0x50	 15:32:47.174	0.0078	0.8994	-0.3970	-48.5229	-8.9111	2.3193 
0x50	 15:32:47.174	-0.0420	0.8877	-0.3926	-56.5186	-5.7373	-0.3662 
0x50	 15:32:47.204	-0.0420	0.8877	-0.3926	-56.5186	-5.7373	-0.3662 
0x50	 15:32:47.204	-0.0439	0.8931	-0.3804	-67.7490	-0.2441	2.5635 
0x50	 15:32:47.204	-0.0439	0.8931	-0.3804	-67.7490	-0.2441	2.5635 
0x50	 15:32:47.234	-0.0283	0.9126	-0.3491	-78.1860	1.0376	7.8735 
0x50	 15:32:47.234	-0.0283	0.9126	-0.3491	-78.1860	1.0376	7.8735 
0x50	 15:32:47.254	0.0850	0.9209	-0.3208	-88.2568	-0.6714	0.4883 
0x50	 15:32:47.254	0.0850	0.9209	-0.3208	-88.2568	-0.6714	0.4883 
0x50	 15:32:47.274	-0.0566	0.9468	-0.2944	-98.3887	-6.1646	-11.2915 
0x50	 15:32:47.274	-0.0566	0.9468	-0.2944	-98.3887	-6.1646	-11.2915 
0x50	 15:32:47.284	-0.0581	0.9487	-0.2515	-108.1543	-0.1221	7.9346 
0x50	 15:32:47.304	-0.0581	0.9487	-0.2515	-108.1543	-0.1221	7.9346 
0x50	 15:32:47.304	0.0605	0.9756	-0.2051	-116.5161	-2.6855	-1.8921 
0x50	 15:32:47.304	0.0605	0.9756	-0.2051	-116.5161	-2.6855	-1.8921 
0x50	 15:32:47.324	-0.0781	1.0610	-0.1230	-118.7134	-2.9297	-2.8076 
0x50	 15:32:47.324	-0.0781	1.0610	-0.1230	-118.7134	-2.9297	-2.8076 
0x50	 15:32:47.355	-0.0322	0.9976	-0.0737	-113.0371	-1.3428	9.8877 
0x50	 15:32:47.355	-0.0322	0.9976	-0.0737	-113.0371	-1.3428	9.8877 
0x50	 15:32:47.355	0.0791	0.9966	-0.0420	-108.8867	-1.7700	-2.1362 
0x50	 15:32:47.395	0.0791	0.9966	-0.0420	-108.8867	-1.7700	-2.1362 
0x50	 15:32:47.395	-0.0376	0.9844	-0.0215	-107.9712	-2.0752	-13.1226 
0x50	 15:32:47.395	-0.0376	0.9844	-0.0215	-107.9712	-2.0752	-13.1226 
0x50	 15:32:47.404	-0.0635	0.9644	-0.0010	-111.1450	-2.0752	-2.1362 
0x50	 15:32:47.404	-0.0635	0.9644	-0.0010	-111.1450	-2.0752	-2.1362 
0x50	 15:32:47.434	0.0439	1.0537	0.2031	-109.0698	19.1650	-13.3667 
0x50	 15:32:47.434	0.0439	1.0537	0.2031	-109.0698	19.1650	-13.3667 
0x50	 15:32:47.434	-0.1631	0.9863	0.1646	-105.0415	63.1104	-24.6582 
0x50	 15:32:47.454	-0.1631	0.9863	0.1646	-105.0415	63.1104	-24.6582 
0x50	 15:32:47.454	-0.2065	0.9600	0.2642	-105.3467	107.1777	11.7798 
0x50	 15:32:47.474	-0.2065	0.9600	0.2642	-105.3467	107.1777	11.7798 
0x50	 15:32:47.474	-0.2080	0.9565	0.2637	-97.7783	151.8555	45.4102 
0x50	 15:32:47.484	-0.2080	0.9565	0.2637	-97.7783	151.8555	45.4102 
0x50	 15:32:47.504	-0.1904	1.1172	-0.1616	-78.8574	114.3188	73.4863 
0x50	 15:32:47.504	-0.1904	1.1172	-0.1616	-78.8574	114.3188	73.4863 
0x50	 15:32:47.524	0.0757	0.9146	-0.0776	-116.6992	125.4883	62.5610 
0x50	 15:32:47.534	0.0757	0.9146	-0.0776	-116.6992	125.4883	62.5610 
0x50	 15:32:47.534	0.0757	0.9614	0.3066	-138.2446	121.4600	62.1948 
0x50	 15:32:47.554	0.0757	0.9614	0.3066	-138.2446	121.4600	62.1948 
0x50	 15:32:47.554	0.0737	0.9282	0.3926	-128.7231	124.9390	53.7720 
0x50	 15:32:47.574	0.0737	0.9282	0.3926	-128.7231	124.9390	53.7720 
0x50	 15:32:47.574	0.1167	0.9180	0.4419	-108.6426	134.7656	34.1187 
0x50	 15:32:47.604	0.1167	0.9180	0.4419	-108.6426	134.7656	34.1187 
0x50	 15:32:47.604	0.1699	0.8838	0.4966	-101.9287	101.6846	3.6011 
0x50	 15:32:47.624	0.1699	0.8838	0.4966	-101.9287	101.6846	3.6011 
0x50	 15:32:47.624	0.2109	0.9258	0.4268	-117.7979	24.9634	-36.3770 
0x50	 15:32:47.634	0.2109	0.9258	0.4268	-117.7979	24.9634	-36.3770 
0x50	 15:32:47.654	0.0010	0.9814	0.2734	-151.1841	-19.5313	-56.7017 
0x50	 15:32:47.654	0.0010	0.9814	0.2734	-151.1841	-19.5313	-56.7017 
0x50	 15:32:47.654	-0.1270	0.8120	0.3716	-200.9277	-34.3628	-35.7666 
0x50	 15:32:47.694	-0.1270	0.8120	0.3716	-200.9277	-34.3628	-35.7666 
0x50	 15:32:47.694	-0.2119	0.7349	0.4946	-238.8916	-44.1284	8.3618 
0x50	 15:32:47.694	-0.2119	0.7349	0.4946	-238.8916	-44.1284	8.3618 
0x50	 15:32:47.704	-0.0142	0.8340	0.7842	-255.6763	-40.9546	26.3062 
0x50	 15:32:47.704	-0.0142	0.8340	0.7842	-255.6763	-40.9546	26.3062 
0x50	 15:32:47.724	0.1411	0.6899	0.7129	-257.7515	-1.0986	2.3804 
0x50	 15:32:47.724	0.1411	0.6899	0.7129	-257.7515	-1.0986	2.3804 
0x50	 15:32:47.734	0.0347	0.7207	0.8979	-264.7095	28.0762	-26.2451 
0x50	 15:32:47.744	0.0347	0.7207	0.8979	-264.7095	28.0762	-26.2451 
0x50	 15:32:47.754	-0.1475	0.5469	0.8345	-268.9819	2.4414	-8.9111 
0x50	 15:32:47.764	-0.1475	0.5469	0.8345	-268.9819	2.4414	-8.9111 
0x50	 15:32:47.774	-0.0601	0.5034	0.9482	-272.4609	-29.4189	10.8643 
0x50	 15:32:47.774	-0.0601	0.5034	0.9482	-272.4609	-29.4189	10.8643 
0x50	 15:32:47.804	0.0864	0.4341	1.0020	-279.1138	-14.5874	5.3101 
0x50	 15:32:47.804	0.0864	0.4341	1.0020	-279.1138	-14.5874	5.3101 
0x50	 15:32:47.844	0.0371	0.3496	1.1064	-280.6396	20.9351	-12.5732 
0x50	 15:32:47.844	0.0371	0.3496	1.1064	-280.6396	20.9351	-12.5732 
0x50	 15:32:47.844	-0.1543	0.2222	1.2544	-257.9956	-20.0195	2.5635 
0x50	 15:32:47.854	-0.1543	0.2222	1.2544	-257.9956	-20.0195	2.5635 
0x50	 15:32:47.854	-0.0049	0.0752	0.8779	-230.2246	-39.2456	9.6436 
0x50	 15:32:47.864	-0.0049	0.0752	0.8779	-230.2246	-39.2456	9.6436 
0x50	 15:32:47.874	0.0874	-0.0166	1.0361	-208.6792	-22.8271	-3.1738 
0x50	 15:32:47.884	0.0874	-0.0166	1.0361	-208.6792	-22.8271	-3.1738 
0x50	 15:32:47.904	0.0757	-0.0352	1.0542	-194.2749	6.5308	-3.0518 
0x50	 15:32:47.904	0.0757	-0.0352	1.0542	-194.2749	6.5308	-3.0518 
0x50	 15:32:47.924	-0.0083	-0.0981	0.9502	-184.7534	10.8643	6.8359 
0x50	 15:32:47.924	-0.0083	-0.0981	0.9502	-184.7534	10.8643	6.8359 
0x50	 15:32:47.924	-0.0547	-0.1304	0.9556	-181.7627	-4.5166	1.6479 
0x50	 15:32:47.954	-0.0547	-0.1304	0.9556	-181.7627	-4.5166	1.6479 
0x50	 15:32:47.954	0.0015	-0.1924	0.9478	-185.4248	-19.1650	-0.6104 
0x50	 15:32:47.954	0.0015	-0.1924	0.9478	-185.4248	-19.1650	-0.6104 
0x50	 15:32:47.974	0.0464	-0.2217	0.9673	-198.1812	-16.7236	1.2817 
0x50	 15:32:48.053	0.0464	-0.2217	0.9673	-198.1812	-16.7236	1.2817 
0x50	 15:32:48.053	0.0518	-0.2725	0.9502	-219.0552	-6.1646	0.3662 
0x50	 15:32:48.053	0.0518	-0.2725	0.9502	-219.0552	-6.1646	0.3662 
0x50	 15:32:48.053	0.0322	-0.4575	1.0366	-235.7788	13.1836	10.6201 
0x50	 15:32:48.053	0.0322	-0.4575	1.0366	-235.7788	13.1836	10.6201 
0x50	 15:32:48.053	0.0566	-0.5278	0.9399	-232.4829	-1.8311	4.6997 
0x50	 15:32:48.053	0.0566	-0.5278	0.9399	-232.4829	-1.8311	4.6997 
0x50	 15:32:48.053	0.0566	-0.5278	0.9399	-232.4829	-1.8311	4.6997 
0x50	 15:32:48.074	-0.0503	-0.5762	0.8394	-225.2197	10.8032	11.7188 
0x50	 15:32:48.083	-0.0503	-0.5762	0.8394	-225.2197	10.8032	11.7188 
0x50	 15:32:48.083	-0.0024	-0.6431	0.7925	-215.8813	-14.7705	-7.2021 
0x50	 15:32:48.083	-0.0024	-0.6431	0.7925	-215.8813	-14.7705	-7.2021 
0x50	 15:32:48.103	0.0674	-0.6943	0.7407	-207.8247	-2.4414	2.9297 
0x50	 15:32:48.124	0.0674	-0.6943	0.7407	-207.8247	-2.4414	2.9297 
0x50	 15:32:48.133	-0.0176	-0.7363	0.6802	-199.7070	-8.6670	-5.4321 
0x50	 15:32:48.133	-0.0176	-0.7363	0.6802	-199.7070	-8.6670	-5.4321 
0x50	 15:32:48.174	0.1201	-0.7949	0.6299	-191.7725	-3.6621	1.0376 
0x50	 15:32:48.183	0.1201	-0.7949	0.6299	-191.7725	-3.6621	1.0376 
0x50	 15:32:48.183	-0.0400	-0.8110	0.5522	-180.9082	4.0283	11.2915 
0x50	 15:32:48.183	-0.0400	-0.8110	0.5522	-180.9082	4.0283	11.2915 
0x50	 15:32:48.183	0.0313	-0.8438	0.5029	-170.7153	-4.8828	-2.3193 
0x50	 15:32:48.193	0.0313	-0.8438	0.5029	-170.7153	-4.8828	-2.3193 
0x50	 15:32:48.193	-0.0146	-0.8779	0.5024	-163.2690	-2.8687	-0.7324 
0x50	 15:32:48.224	-0.0146	-0.8779	0.5024	-163.2690	-2.8687	-0.7324 
0x50	 15:32:48.224	-0.0020	-0.9014	0.6929	-201.2329	18.0054	-12.0239 
0x50	 15:32:48.233	-0.0020	-0.9014	0.6929	-201.2329	18.0054	-12.0239 
0x50	 15:32:48.254	0.0010	-0.9746	0.7598	-263.1836	39.6118	-17.7612 
0x50	 15:32:48.254	0.0010	-0.9746	0.7598	-263.1836	39.6118	-17.7612 
0x50	 15:32:48.254	-0.0225	-1.0093	0.7749	-343.4448	54.8096	-25.4517 
0x50	 15:32:48.274	-0.0225	-1.0093	0.7749	-343.4448	54.8096	-25.4517 
0x50	 15:32:48.274	0.3018	-1.2866	0.6289	-447.2656	57.0679	2.1973 
0x50	 15:32:48.303	0.3018	-1.2866	0.6289	-447.2656	57.0679	2.1973 
0x50	 15:32:48.303	-0.0215	-0.9590	0.5034	-515.4419	67.3828	32.6538 
0x50	 15:32:48.333	-0.0215	-0.9590	0.5034	-515.4419	67.3828	32.6538 
0x50	 15:32:48.333	-0.1357	-1.0347	-0.1538	-544.4946	74.5239	-16.1133 
0x50	 15:32:48.333	-0.1357	-1.0347	-0.1538	-544.4946	74.5239	-16.1133 
0x50	 15:32:48.333	0.2925	-0.7539	-0.2573	-554.8096	52.7344	12.6343 
0x50	 15:32:48.353	0.2925	-0.7539	-0.2573	-554.8096	52.7344	12.6343 
0x50	 15:32:48.353	0.3008	-0.6938	-0.4360	-540.8936	31.9824	51.6968 
0x50	 15:32:48.374	0.3008	-0.6938	-0.4360	-540.8936	31.9824	51.6968 
0x50	 15:32:48.383	-0.0679	-0.5225	-0.4595	-511.2305	21.9727	55.2368 
0x50	 15:32:48.403	-0.0679	-0.5225	-0.4595	-511.2305	21.9727	55.2368 
0x50	 15:32:48.403	-0.0327	-0.4595	-0.7578	-503.5400	28.3203	20.5688 
0x50	 15:32:48.403	-0.0327	-0.4595	-0.7578	-503.5400	28.3203	20.5688 
0x50	 15:32:48.424	0.2891	-0.2983	-0.7432	-504.0283	1.7090	25.3906 
0x50	 15:32:48.433	0.2891	-0.2983	-0.7432	-504.0283	1.7090	25.3906 
0x50	 15:32:48.453	-0.0303	-0.1621	-0.8032	-492.2485	-16.0522	27.5879 
0x50	 15:32:48.453	-0.0303	-0.1621	-0.8032	-492.2485	-16.0522	27.5879 
0x50	 15:32:48.453	0.0986	0.0107	-0.8252	-491.2109	-14.7095	13.2446 
0x50	 15:32:48.483	0.0986	0.0107	-0.8252	-491.2109	-14.7095	13.2446 
0x50	 15:32:48.483	-0.0830	0.1665	-0.8188	-489.0747	-14.4653	5.4932 
0x50	 15:32:48.503	-0.0830	0.1665	-0.8188	-489.0747	-14.4653	5.4932 
0x50	 15:32:48.503	0.0220	0.3408	-0.8184	-491.0889	-0.6104	1.5259 
0x50	 15:32:48.503	0.0220	0.3408	-0.8184	-491.0889	-0.6104	1.5259 
0x50	 15:32:48.524	0.0479	0.4492	-0.6875	-493.5913	-13.9160	-3.7231 
0x50	 15:32:48.554	0.0479	0.4492	-0.6875	-493.5913	-13.9160	-3.7231 
0x50	 15:32:48.554	-0.0430	0.6084	-0.6313	-500.1831	-14.3433	-3.3569 
0x50	 15:32:48.554	-0.0430	0.6084	-0.6313	-500.1831	-14.3433	-3.3569 
0x50	 15:32:48.574	-0.0083	0.7773	-0.5562	-508.4839	-10.5591	-0.1221 
0x50	 15:32:48.574	-0.0083	0.7773	-0.5562	-508.4839	-10.5591	-0.1221 
0x50	 15:32:48.583	-0.0723	0.8271	-0.3452	-518.5547	-10.3760	4.5776 
0x50	 15:32:48.603	-0.0723	0.8271	-0.3452	-518.5547	-10.3760	4.5776 
0x50	 15:32:48.603	0.0874	0.9023	-0.2046	-529.5410	-8.7280	4.8828 
0x50	 15:32:48.603	0.0874	0.9023	-0.2046	-529.5410	-8.7280	4.8828 
0x50	 15:32:48.624	-0.0093	1.5059	-0.0708	-540.0391	-13.8550	-22.1558 
0x50	 15:32:48.624	-0.0093	1.5059	-0.0708	-540.0391	-13.8550	-22.1558 
0x50	 15:32:48.693	-0.1030	0.6108	0.1802	-539.8560	-15.6860	-8.3008 
0x50	 15:32:48.693	-0.1030	0.6108	0.1802	-539.8560	-15.6860	-8.3008 
0x50	 15:32:48.693	-0.0879	0.9482	0.3340	-552.7344	-15.7471	19.4092 
0x50	 15:32:48.693	-0.0879	0.9482	0.3340	-552.7344	-15.7471	19.4092 
0x50	 15:32:48.693	0.0811	0.8452	0.5234	-567.0776	-8.9722	7.3242 
0x50	 15:32:48.693	0.0811	0.8452	0.5234	-567.0776	-8.9722	7.3242 
0x50	 15:32:48.693	-0.0303	0.9888	0.8145	-590.3320	-10.6201	-2.3804 
0x50	 15:32:48.703	-0.0303	0.9888	0.8145	-590.3320	-10.6201	-2.3804 
0x50	 15:32:48.724	0.0161	0.7695	0.9624	-602.1118	2.1973	-16.6626 
0x50	 15:32:48.733	0.0161	0.7695	0.9624	-602.1118	2.1973	-16.6626 
0x50	 15:32:48.733	-0.1064	0.5679	1.0952	-608.3984	-9.4604	-10.3149 
0x50	 15:32:48.754	-0.1064	0.5679	1.0952	-608.3984	-9.4604	-10.3149 
0x50	 15:32:48.754	-0.0195	0.4570	1.3101	-614.5020	-26.9165	0.3662 
0x50	 15:32:48.774	-0.0195	0.4570	1.3101	-614.5020	-26.9165	0.3662 
0x50	 15:32:48.783	-0.0850	0.1221	1.3408	-570.1904	-46.8140	20.9351 
0x50	 15:32:48.783	-0.0850	0.1221	1.3408	-570.1904	-46.8140	20.9351 
0x50	 15:32:48.804	0.0508	0.0405	0.5620	-554.5654	-43.3350	27.8320 
0x50	 15:32:48.804	0.0508	0.0405	0.5620	-554.5654	-43.3350	27.8320 
0x50	 15:32:48.824	0.1079	-0.0859	0.9785	-561.4624	-17.7612	36.8652 
0x50	 15:32:48.833	0.1079	-0.0859	0.9785	-561.4624	-17.7612	36.8652 
0x50	 15:32:48.833	0.2515	-0.6084	1.5459	-572.3267	38.7573	57.7393 
0x50	 15:32:48.853	0.2515	-0.6084	1.5459	-572.3267	38.7573	57.7393 
0x50	 15:32:48.893	-0.1338	-0.3765	0.7046	-568.6035	25.3906	26.0010 
0x50	 15:32:48.893	-0.1338	-0.3765	0.7046	-568.6035	25.3906	26.0010 
0x50	 15:32:48.893	-0.2109	-0.7358	0.8398	-559.7534	-11.9629	-13.7329 
0x50	 15:32:48.893	-0.2109	-0.7358	0.8398	-559.7534	-11.9629	-13.7329 
0x50	 15:32:48.904	-0.1450	-0.8677	0.6504	-548.8281	-47.4243	-52.8564 
0x50	 15:32:48.924	-0.1450	-0.8677	0.6504	-548.8281	-47.4243	-52.8564 
0x50	 15:32:48.924	0.2002	-0.8477	0.4585	-533.3862	-44.6777	-38.8184 
0x50	 15:32:48.933	0.2002	-0.8477	0.4585	-533.3862	-44.6777	-38.8184 
0x50	 15:32:48.933	0.3076	-0.9355	0.2407	-517.8833	-29.1138	13.7939 
0x50	 15:32:48.974	0.3076	-0.9355	0.2407	-517.8833	-29.1138	13.7939 
0x50	 15:32:48.974	0.0586	-0.9219	0.0435	-500.4883	-13.6108	63.7817 
0x50	 15:32:48.983	0.0586	-0.9219	0.0435	-500.4883	-13.6108	63.7817 
0x50	 15:32:48.983	-0.2388	-0.8530	-0.0737	-486.6333	-6.4697	27.3438 
0x50	 15:32:48.983	-0.2388	-0.8530	-0.0737	-486.6333	-6.4697	27.3438 
0x50	 15:32:49.003	-0.2329	-0.6919	-0.1914	-475.6470	2.9297	-20.3857 
0x50	 15:32:49.003	-0.2329	-0.6919	-0.1914	-475.6470	2.9297	-20.3857 
0x50	 15:32:49.013	-0.2329	-0.6919	-0.1914	-475.6470	2.9297	-20.3857 
0x50	 15:32:49.013	0.1309	-0.8521	-0.4497	-463.6841	8.6670	-44.7998 
0x50	 15:32:49.054	0.1309	-0.8521	-0.4497	-463.6841	8.6670	-44.7998 
0x50	 15:32:49.054	0.3110	-0.6216	-0.4956	-451.4160	-15.5640	-6.2866 
0x50	 15:32:49.054	0.3110	-0.6216	-0.4956	-451.4160	-15.5640	-6.2866 
0x50	 15:32:49.063	0.0903	-0.6294	-0.7197	-442.8711	-37.1094	22.7051 
0x50	 15:32:49.093	0.0903	-0.6294	-0.7197	-442.8711	-37.1094	22.7051 
0x50	 15:32:49.093	-0.2583	-0.4370	-0.6968	-435.6079	-13.2446	5.4321 
0x50	 15:32:49.103	-0.2583	-0.4370	-0.6968	-435.6079	-13.2446	5.4321 
0x50	 15:32:49.103	-0.1470	-0.3457	-0.8887	-429.3213	20.4468	-13.1836 
0x50	 15:32:49.124	-0.1470	-0.3457	-0.8887	-429.3213	20.4468	-13.1836 
0x50	 15:32:49.133	0.2290	-0.1758	-0.7676	-422.8516	12.7563	-8.7891 
0x50	 15:32:49.133	0.2290	-0.1758	-0.7676	-422.8516	12.7563	-8.7891 
0x50	 15:32:49.153	0.2974	-0.0410	-0.8149	-418.5791	-29.1138	-0.3052 
0x50	 15:32:49.153	0.2974	-0.0410	-0.8149	-418.5791	-29.1138	-0.3052 
0x50	 15:32:49.174	-0.0024	0.0791	-0.9087	-415.8936	-52.2461	3.3569 
0x50	 15:32:49.183	-0.0024	0.0791	-0.9087	-415.8936	-52.2461	3.3569 
0x50	 15:32:49.183	-0.2915	0.1846	-0.7681	-414.2456	-20.8740	8.4839 
0x50	 15:32:49.203	-0.2915	0.1846	-0.7681	-414.2456	-20.8740	8.4839 
0x50	 15:32:49.203	-0.1963	0.3174	-0.7046	-411.8652	25.6958	19.7754 
0x50	 15:32:49.203	-0.1963	0.3174	-0.7046	-411.8652	25.6958	19.7754 
0x50	 15:32:49.224	0.1665	0.5298	-0.8906	-422.0581	26.6113	16.8457 
0x50	 15:32:49.224	0.1665	0.5298	-0.8906	-422.0581	26.6113	16.8457 
0x50	 15:32:49.254	0.2778	0.5679	-0.6357	-425.4761	-8.6060	-10.2539 
0x50	 15:32:49.263	0.2778	0.5679	-0.6357	-425.4761	-8.6060	-10.2539 
0x50	 15:32:49.313	0.1675	0.7588	-0.6465	-432.8003	-39.4287	-37.2925 
0x50	 15:32:49.313	0.1675	0.7588	-0.6465	-432.8003	-39.4287	-37.2925 
0x50	 15:32:49.313	-0.2563	0.7588	-0.4688	-443.3594	-33.5693	-16.9678 
0x50	 15:32:49.313	-0.2563	0.7588	-0.4688	-443.3594	-33.5693	-16.9678 
0x50	 15:32:49.323	-0.2251	0.7314	-0.2681	-452.2095	-13.2446	23.8647 
0x50	 15:32:49.323	-0.2251	0.7314	-0.2681	-452.2095	-13.2446	23.8647 
0x50	 15:32:49.323	0.1079	0.9707	-0.2007	-468.6890	-3.8452	34.4849 
0x50	 15:32:49.333	0.1079	0.9707	-0.2007	-468.6890	-3.8452	34.4849 
0x50	 15:32:49.333	0.1792	1.4023	-0.0400	-478.7598	-9.5825	-13.6719 
0x50	 15:32:49.353	0.1792	1.4023	-0.0400	-478.7598	-9.5825	-13.6719 
0x50	 15:32:49.363	-0.0415	0.7700	0.1455	-480.4077	-10.9253	-30.7617 
0x50	 15:32:49.373	-0.0415	0.7700	0.1455	-480.4077	-10.9253	-30.7617 
0x50	 15:32:49.383	-0.1489	0.8672	0.2808	-491.8213	-13.6108	-1.3428 
0x50	 15:32:49.403	-0.1489	0.8672	0.2808	-491.8213	-13.6108	-1.3428 
0x50	 15:32:49.403	-0.0244	0.7891	0.4331	-505.4321	-15.7471	14.2822 
0x50	 15:32:49.403	-0.0244	0.7891	0.4331	-505.4321	-15.7471	14.2822 
0x50	 15:32:49.423	0.0405	1.0552	0.7646	-528.1372	-10.0098	2.8076 
0x50	 15:32:49.433	0.0405	1.0552	0.7646	-528.1372	-10.0098	2.8076 
0x50	 15:32:49.453	0.0366	0.8047	0.8643	-542.9077	2.6245	-17.4561 
0x50	 15:32:49.453	0.0366	0.8047	0.8643	-542.9077	2.6245	-17.4561 
0x50	 15:32:49.463	-0.1177	0.6470	0.9985	-552.0630	-14.7705	-5.3711 
0x50	 15:32:49.473	-0.1177	0.6470	0.9985	-552.0630	-14.7705	-5.3711 
0x50	 15:32:49.523	0.0112	0.4204	0.9834	-559.3262	-22.3999	1.7700 
0x50	 15:32:49.523	0.0112	0.4204	0.9834	-559.3262	-22.3999	1.7700 
0x50	 15:32:49.523	-0.0371	0.4912	2.0127	-551.0254	-6.5308	-1.8921 
0x50	 15:32:49.523	-0.0371	0.4912	2.0127	-551.0254	-6.5308	-1.8921 
0x50	 15:32:49.523	-0.0430	0.0728	0.4575	-510.6201	-34.6069	23.1934 
0x50	 15:32:49.533	-0.0430	0.0728	0.4575	-510.6201	-34.6069	23.1934 
0x50	 15:32:49.553	-0.0083	-0.1641	1.2383	-507.0801	-29.0527	18.9819 
0x50	 15:32:49.553	-0.0083	-0.1641	1.2383	-507.0801	-29.0527	18.9819 
0x50	 15:32:49.553	0.0586	-0.1489	0.6108	-508.3008	-18.5547	18.6157 
0x50	 15:32:49.573	0.0586	-0.1489	0.6108	-508.3008	-18.5547	18.6157 
0x50	 15:32:49.573	0.1255	-0.4917	1.3481	-531.2500	18.7378	25.3906 
0x50	 15:32:49.603	0.1255	-0.4917	1.3481	-531.2500	18.7378	25.3906 
0x50	 15:32:49.603	-0.1128	-0.5015	0.7817	-520.9961	0.1221	3.7842 
0x50	 15:32:49.603	-0.1128	-0.5015	0.7817	-520.9961	0.1221	3.7842 
0x50	 15:32:49.623	-0.0552	-0.7959	0.8599	-510.7422	-26.0620	-18.5547 
0x50	 15:32:49.633	-0.0552	-0.7959	0.8599	-510.7422	-26.0620	-18.5547 
0x50	 15:32:49.653	0.1465	-0.7100	0.5840	-500.3052	-17.8833	-3.3569 
0x50	 15:32:49.653	0.1465	-0.7100	0.5840	-500.3052	-17.8833	-3.3569 
0x50	 15:32:49.653	-0.0034	-0.8423	0.4590	-490.7837	-5.2490	13.8550 
0x50	 15:32:49.673	-0.0034	-0.8423	0.4590	-490.7837	-5.2490	13.8550 
0x50	 15:32:49.683	-0.1089	-1.0068	0.3110	-478.4546	-15.8081	-20.9351 
0x50	 15:32:49.703	-0.1089	-1.0068	0.3110	-478.4546	-15.8081	-20.9351 
0x50	 15:32:49.703	0.2695	-0.9248	0.1104	-457.6416	-11.7188	5.3711 
0x50	 15:32:49.703	0.2695	-0.9248	0.1104	-457.6416	-11.7188	5.3711 
0x50	 15:32:49.743	0.0073	-1.0767	-0.0474	-446.0449	-8.0566	31.6772 
0x50	 15:32:49.743	0.0073	-1.0767	-0.0474	-446.0449	-8.0566	31.6772 
0x50	 15:32:49.743	-0.2627	-0.8560	-0.1812	-435.6689	-2.0142	-10.9253 
0x50	 15:32:49.753	-0.2627	-0.8560	-0.1812	-435.6689	-2.0142	-10.9253 
0x50	 15:32:49.753	0.2085	-0.8838	-0.3540	-424.4385	-1.3428	-20.2026 
0x50	 15:32:49.773	0.2085	-0.8838	-0.3540	-424.4385	-1.3428	-20.2026 
0x50	 15:32:49.783	0.1509	-0.8418	-0.5249	-412.7808	-16.9678	17.4561 
0x50	 15:32:49.803	0.1509	-0.8418	-0.5249	-412.7808	-16.9678	17.4561 
0x50	 15:32:49.803	-0.1685	-0.6353	-0.5469	-400.8179	-1.7700	-4.3335 
0x50	 15:32:49.823	-0.1685	-0.6353	-0.5469	-400.8179	-1.7700	-4.3335 
0x50	 15:32:49.823	0.0723	-0.6621	-0.7422	-392.8833	3.1738	-13.3667 
0x50	 15:32:49.832	0.0723	-0.6621	-0.7422	-392.8833	3.1738	-13.3667 
0x50	 15:32:49.832	0.1763	-0.4858	-0.7529	-386.1084	-13.6108	-0.2441 
0x50	 15:32:49.853	0.1763	-0.4858	-0.7529	-386.1084	-13.6108	-0.2441 
0x50	 15:32:49.853	-0.1392	-0.3486	-0.7549	-379.2725	-15.3809	2.3193 
0x50	 15:32:49.873	-0.1392	-0.3486	-0.7549	-379.2725	-15.3809	2.3193 
0x50	 15:32:49.882	-0.0347	-0.2607	-0.9575	-373.5962	1.6479	-5.2490 
0x50	 15:32:49.903	-0.0347	-0.2607	-0.9575	-373.5962	1.6479	-5.2490 
0x50	 15:32:49.903	0.1973	-0.1445	-0.9702	-368.4082	0.6104	-5.5542 
0x50	 15:32:49.903	0.1973	-0.1445	-0.9702	-368.4082	0.6104	-5.5542 
0x50	 15:32:49.943	0.0854	-0.0039	-0.9771	-363.9526	-31.0669	0.4272 
0x50	 15:32:49.943	0.0854	-0.0039	-0.9771	-363.9526	-31.0669	0.4272 
0x50	 15:32:49.952	-0.0005	0.0903	-0.8022	-362.3047	-16.2964	0.0000 
0x50	 15:32:49.962	-0.0005	0.0903	-0.8022	-362.3047	-16.2964	0.0000 
