StartTime: 2020-05-20 15:16:49.551
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s) 
0x50	 15:32:26.577	0.2095	0.7969	-0.5151	106.4453	4.7607	2.8076 
0x50	 15:32:26.597	0.2095	0.7969	-0.5151	106.4453	4.7607	2.8076 
0x50	 15:32:26.597	-0.1060	0.8555	-0.5396	98.1445	-11.6577	-23.1934 
0x50	 15:32:26.646	-0.1060	0.8555	-0.5396	98.1445	-11.6577	-23.1934 
0x50	 15:32:26.646	-0.1060	0.8555	-0.5396	98.1445	-11.6577	-23.1934 
0x50	 15:32:26.646	-0.0337	1.0225	-0.4390	116.9434	19.8975	12.2681 
0x50	 15:32:26.646	-0.0337	1.0225	-0.4390	116.9434	19.8975	12.2681 
0x50	 15:32:26.656	0.2373	1.1494	-0.3120	178.5278	12.0850	-31.4941 
0x50	 15:32:26.656	0.2373	1.1494	-0.3120	178.5278	12.0850	-31.4941 
0x50	 15:32:26.677	-0.3818	1.4263	-0.1660	281.4331	25.5737	-28.6255 
0x50	 15:32:26.697	-0.3818	1.4263	-0.1660	281.4331	25.5737	-28.6255 
0x50	 15:32:26.697	0.0659	1.4175	-0.2969	431.8237	46.3257	-13.9771 
0x50	 15:32:26.706	0.0659	1.4175	-0.2969	431.8237	46.3257	-13.9771 
0x50	 15:32:26.727	-0.0181	0.9419	-0.5449	539.1846	37.8418	-35.4614 
0x50	 15:32:26.727	-0.0181	0.9419	-0.5449	539.1846	37.8418	-35.4614 
0x50	 15:32:26.727	0.0859	0.5059	-0.6304	576.6602	32.3486	-5.9814 
0x50	 15:32:26.736	0.0859	0.5059	-0.6304	576.6602	32.3486	-5.9814 
0x50	 15:32:26.746	0.2197	0.1699	-0.5542	588.5620	5.7373	3.6621 
0x50	 15:32:26.777	0.2197	0.1699	-0.5542	588.5620	5.7373	3.6621 
0x50	 15:32:26.777	0.0645	-0.0483	-0.8931	589.1724	-25.5127	1.3428 
0x50	 15:32:26.786	0.0645	-0.0483	-0.8931	589.1724	-25.5127	1.3428 
0x50	 15:32:26.797	-0.2729	-0.2300	-0.7153	588.5620	1.3428	-5.6152 
0x50	 15:32:26.806	-0.2729	-0.2300	-0.7153	588.5620	1.3428	-5.6152 
0x50	 15:32:26.806	-0.0864	-0.5151	-0.7788	593.0786	35.2783	-18.9209 
0x50	 15:32:26.846	-0.0864	-0.5151	-0.7788	593.0786	35.2783	-18.9209 
0x50	 15:32:26.846	0.2896	-0.6348	-0.5454	605.2246	34.7290	-9.9487 
0x50	 15:32:26.846	0.2896	-0.6348	-0.5454	605.2246	34.7290	-9.9487 
0x50	 15:32:26.856	0.1812	-0.6006	-0.2646	602.7832	4.5776	16.7236 
0x50	 15:32:26.856	0.1812	-0.6006	-0.2646	602.7832	4.5776	16.7236 
0x50	 15:32:26.877	-0.2383	-1.1182	-0.3389	612.7930	-6.7139	24.6582 
0x50	 15:32:26.877	-0.2383	-1.1182	-0.3389	612.7930	-6.7139	24.6582 
0x50	 15:32:26.907	0.0244	-0.5781	0.0776	616.8213	1.8311	-0.5493 
0x50	 15:32:26.916	0.0244	-0.5781	0.0776	616.8213	1.8311	-0.5493 
0x50	 15:32:26.916	-0.0654	-0.7524	0.2520	631.2866	-0.1221	-16.6016 
0x50	 15:32:26.916	-0.0654	-0.7524	0.2520	631.2866	-0.1221	-16.6016 
0x50	 15:32:26.926	-0.0112	-1.6909	0.5474	652.3438	9.2163	-31.1890 
0x50	 15:32:26.956	-0.0112	-1.6909	0.5474	652.3438	9.2163	-31.1890 
0x50	 15:32:26.956	0.3501	-1.1748	0.9775	658.6914	26.1230	-9.7656 
0x50	 15:32:26.956	0.3501	-1.1748	0.9775	658.6914	26.1230	-9.7656 
0x50	 15:32:26.977	0.0210	-0.7080	1.0396	669.2505	41.5039	25.3296 
0x50	 15:32:26.977	0.0210	-0.7080	1.0396	669.2505	41.5039	25.3296 
0x50	 15:32:26.997	-0.1455	-0.5767	1.1372	687.2559	23.3154	12.2681 
0x50	 15:32:27.006	-0.1455	-0.5767	1.1372	687.2559	23.3154	12.2681 
0x50	 15:32:27.036	-0.2661	-0.8091	2.3589	651.9165	-43.2739	-41.5649 
0x50	 15:32:27.036	-0.2661	-0.8091	2.3589	651.9165	-43.2739	-41.5649 
0x50	 15:32:27.047	0.0298	0.0605	0.3667	632.8125	-49.3164	-81.1768 
0x50	 15:32:27.047	0.0298	0.0605	0.3667	632.8125	-49.3164	-81.1768 
0x50	 15:32:27.056	0.1216	0.0776	0.8633	627.9907	-28.1982	-86.1816 
0x50	 15:32:27.056	0.1216	0.0776	0.8633	627.9907	-28.1982	-86.1816 
0x50	 15:32:27.077	0.3320	0.4155	1.6875	636.2915	44.7388	-102.5391 
0x50	 15:32:27.077	0.3320	0.4155	1.6875	636.2915	44.7388	-102.5391 
0x50	 15:32:27.097	0.2788	0.7573	1.3794	632.2632	102.9663	-109.0698 
0x50	 15:32:27.106	0.2788	0.7573	1.3794	632.2632	102.9663	-109.0698 
0x50	 15:32:27.106	-0.2012	0.7734	1.0562	630.3711	98.8770	-64.0869 
0x50	 15:32:27.127	-0.2012	0.7734	1.0562	630.3711	98.8770	-64.0869 
0x50	 15:32:27.127	-0.3130	0.9888	0.9243	610.7788	64.2700	-17.1509 
0x50	 15:32:27.136	-0.3130	0.9888	0.9243	610.7788	64.2700	-17.1509 
0x50	 15:32:27.157	-0.3750	1.2798	0.6357	588.6841	35.4614	20.2026 
0x50	 15:32:27.157	-0.3750	1.2798	0.6357	588.6841	35.4614	20.2026 
0x50	 15:32:27.176	-0.1328	0.4780	0.2544	565.6128	2.6245	63.1104 
0x50	 15:32:27.176	-0.1328	0.4780	0.2544	565.6128	2.6245	63.1104 
0x50	 15:32:27.197	-0.2461	0.9658	0.1592	555.4199	-14.8315	114.5020 
0x50	 15:32:27.206	-0.2461	0.9658	0.1592	555.4199	-14.8315	114.5020 
0x50	 15:32:27.206	0.2534	1.3257	-0.0200	535.1563	-23.2544	90.0269 
0x50	 15:32:27.226	0.2534	1.3257	-0.0200	535.1563	-23.2544	90.0269 
0x50	 15:32:27.226	0.2437	0.8018	-0.1553	518.6157	-33.8745	37.8418 
0x50	 15:32:27.236	0.2437	0.8018	-0.1553	518.6157	-33.8745	37.8418 
0x50	 15:32:27.246	0.1567	0.8452	-0.3945	511.7798	-44.1284	-6.8359 
0x50	 15:32:27.256	0.1567	0.8452	-0.3945	511.7798	-44.1284	-6.8359 
0x50	 15:32:27.276	0.2490	0.7515	-0.5063	504.1504	-49.1943	-42.1753 
0x50	 15:32:27.276	0.2490	0.7515	-0.5063	504.1504	-49.1943	-42.1753 
0x50	 15:32:27.306	-0.2314	0.6328	-0.6382	492.3706	-42.4194	-52.3071 
0x50	 15:32:27.306	-0.2314	0.6328	-0.6382	492.3706	-42.4194	-52.3071 
0x50	 15:32:27.306	-0.3237	0.4536	-0.6948	481.7505	-3.9063	-27.2827 
0x50	 15:32:27.326	-0.3237	0.4536	-0.6948	481.7505	-3.9063	-27.2827 
0x50	 15:32:27.336	-0.3018	0.2764	-0.6729	474.4263	35.8887	-6.2256 
0x50	 15:32:27.336	-0.3018	0.2764	-0.6729	474.4263	35.8887	-6.2256 
0x50	 15:32:27.347	-0.3135	0.1689	-0.8599	472.5952	79.3457	10.1929 
0x50	 15:32:27.347	-0.3135	0.1689	-0.8599	472.5952	79.3457	10.1929 
0x50	 15:32:27.376	0.1899	0.0361	-0.8862	468.0786	86.6089	17.1509 
0x50	 15:32:27.376	0.1899	0.0361	-0.8862	468.0786	86.6089	17.1509 
0x50	 15:32:27.386	0.3286	-0.1074	-0.7720	465.3320	44.7388	23.7427 
0x50	 15:32:27.397	0.3286	-0.1074	-0.7720	465.3320	44.7388	23.7427 
0x50	 15:32:27.406	0.3623	-0.2661	-0.7798	467.5293	2.9297	35.4614 
0x50	 15:32:27.426	0.3623	-0.2661	-0.7798	467.5293	2.9297	35.4614 
0x50	 15:32:27.426	0.3149	-0.3979	-0.7080	473.6328	-38.9404	51.6357 
0x50	 15:32:27.436	0.3149	-0.3979	-0.7080	473.6328	-38.9404	51.6357 
0x50	 15:32:27.456	-0.1655	-0.6704	-0.7925	482.9102	-59.5703	56.2134 
0x50	 15:32:27.456	-0.1655	-0.6704	-0.7925	482.9102	-59.5703	56.2134 
0x50	 15:32:27.476	-0.2891	-0.5684	-0.4648	484.1309	-33.2642	19.0430 
0x50	 15:32:27.476	-0.2891	-0.5684	-0.4648	484.1309	-33.2642	19.0430 
0x50	 15:32:27.476	-0.2983	-0.7417	-0.3940	491.6992	-10.1318	-21.6675 
0x50	 15:32:27.497	-0.2983	-0.7417	-0.3940	491.6992	-10.1318	-21.6675 
0x50	 15:32:27.506	-0.2305	-0.6729	-0.1646	502.3193	12.5732	-68.1763 
0x50	 15:32:27.557	-0.2305	-0.6729	-0.1646	502.3193	12.5732	-68.1763 
0x50	 15:32:27.557	0.0996	-1.1904	-0.1523	519.0430	31.1279	-95.0928 
0x50	 15:32:27.557	0.0996	-1.1904	-0.1523	519.0430	31.1279	-95.0928 
0x50	 15:32:27.566	0.2202	-0.5571	0.1094	521.4844	36.3159	-42.7856 
0x50	 15:32:27.566	0.2202	-0.5571	0.1094	521.4844	36.3159	-42.7856 
0x50	 15:32:27.576	0.4468	-1.2930	0.3442	533.2642	47.5464	-2.2583 
0x50	 15:32:27.597	0.4468	-1.2930	0.3442	533.2642	47.5464	-2.2583 
0x50	 15:32:27.606	0.2349	-0.7627	0.4644	547.6074	60.4858	53.2837 
0x50	 15:32:27.606	0.2349	-0.7627	0.4644	547.6074	60.4858	53.2837 
0x50	 15:32:27.606	0.2349	-0.7627	0.4644	547.6074	60.4858	53.2837 
0x50	 15:32:27.626	-0.0845	-0.9600	0.7412	563.1104	56.4575	76.7212 
0x50	 15:32:27.626	-0.0845	-0.9600	0.7412	563.1104	56.4575	76.7212 
0x50	 15:32:27.656	-0.1968	-0.5938	0.7363	570.9839	15.5029	37.4756 
0x50	 15:32:27.656	-0.1968	-0.5938	0.7363	570.9839	15.5029	37.4756 
0x50	 15:32:27.656	-0.1772	-0.4375	0.8618	580.2002	-27.2827	0.2441 
0x50	 15:32:27.676	-0.1772	-0.4375	0.8618	580.2002	-27.2827	0.2441 
0x50	 15:32:27.676	-0.2119	-0.8291	2.1865	571.3501	-76.7822	-40.9546 
0x50	 15:32:27.686	-0.2119	-0.8291	2.1865	571.3501	-76.7822	-40.9546 
0x50	 15:32:27.697	0.0942	-0.1201	0.7974	536.9263	-83.8013	-80.1392 
0x50	 15:32:27.706	0.0942	-0.1201	0.7974	536.9263	-83.8013	-80.1392 
0x50	 15:32:27.726	0.1323	0.0469	0.7842	526.7944	-59.0820	-83.0688 
0x50	 15:32:27.726	0.1323	0.0469	0.7842	526.7944	-59.0820	-83.0688 
0x50	 15:32:27.726	0.2773	0.2358	1.2397	533.4473	-25.9399	-93.5669 
0x50	 15:32:27.747	0.2773	0.2358	1.2397	533.4473	-25.9399	-93.5669 
0x50	 15:32:27.756	0.1729	0.2285	0.7261	536.8652	44.4946	-102.2339 
0x50	 15:32:27.776	0.1729	0.2285	0.7261	536.8652	44.4946	-102.2339 
0x50	 15:32:27.776	0.1748	0.4360	0.8335	533.5693	100.5859	-114.3799 
0x50	 15:32:27.776	0.1748	0.4360	0.8335	533.5693	100.5859	-114.3799 
0x50	 15:32:27.797	-0.0869	1.2607	1.5415	532.7759	135.3760	-114.9902 
0x50	 15:32:27.806	-0.0869	1.2607	1.5415	532.7759	135.3760	-114.9902 
0x50	 15:32:27.806	-0.2725	0.8208	0.8184	513.6108	106.8726	-66.2842 
0x50	 15:32:27.826	-0.2725	0.8208	0.8184	513.6108	106.8726	-66.2842 
0x50	 15:32:27.826	-0.3271	0.9946	0.6387	493.8354	82.4585	-25.0854 
0x50	 15:32:27.856	-0.3271	0.9946	0.6387	493.8354	82.4585	-25.0854 
0x50	 15:32:27.856	-0.2476	0.7944	0.3442	471.1914	53.1006	19.2261 
0x50	 15:32:27.876	-0.2476	0.7944	0.3442	471.1914	53.1006	19.2261 
0x50	 15:32:27.876	-0.2490	0.7905	0.2036	459.4116	34.6069	54.3213 
0x50	 15:32:27.876	-0.2490	0.7905	0.2036	459.4116	34.6069	54.3213 
0x50	 15:32:27.896	-0.2305	0.7407	0.0801	449.3408	18.1274	104.9805 
0x50	 15:32:27.906	-0.2305	0.7407	0.0801	449.3408	18.1274	104.9805 
0x50	 15:32:27.906	-0.2256	1.3569	-0.1226	444.7632	8.1177	149.2920 
0x50	 15:32:27.926	-0.2256	1.3569	-0.1226	444.7632	8.1177	149.2920 
0x50	 15:32:27.926	0.1436	0.6069	-0.0918	425.1099	-10.0098	112.7930 
0x50	 15:32:27.946	0.1436	0.6069	-0.0918	425.1099	-10.0098	112.7930 
0x50	 15:32:27.956	0.2432	0.7358	-0.2705	408.9966	-25.8179	66.9556 
0x50	 15:32:27.976	0.2432	0.7358	-0.2705	408.9966	-25.8179	66.9556 
0x50	 15:32:27.976	0.2881	0.7358	-0.4419	397.7051	-46.2036	20.7520 
0x50	 15:32:27.996	0.2881	0.7358	-0.4419	397.7051	-46.2036	20.7520 
0x50	 15:32:27.996	0.2832	0.6396	-0.5093	391.2964	-68.3594	-20.4468 
0x50	 15:32:28.006	0.2832	0.6396	-0.5093	391.2964	-68.3594	-20.4468 
0x50	 15:32:28.006	0.0220	0.8477	-0.9917	390.5029	-90.0879	-58.1665 
0x50	 15:32:28.026	0.0220	0.8477	-0.9917	390.5029	-90.0879	-58.1665 
0x50	 15:32:28.026	-0.3096	0.4863	-0.6899	383.1787	-54.4434	-43.2739 
0x50	 15:32:28.056	-0.3096	0.4863	-0.6899	383.1787	-54.4434	-43.2739 
0x50	 15:32:28.056	-0.2930	0.3335	-0.6802	374.2065	-13.3057	-22.0947 
0x50	 15:32:28.056	-0.2930	0.3335	-0.6802	374.2065	-13.3057	-22.0947 
0x50	 15:32:28.076	-0.3398	0.2588	-0.8276	369.0186	27.1606	-5.7983 
0x50	 15:32:28.076	-0.3398	0.2588	-0.8276	369.0186	27.1606	-5.7983 
0x50	 15:32:28.096	-0.3330	0.1445	-0.8452	367.4927	68.9087	7.0190 
0x50	 15:32:28.106	-0.3330	0.1445	-0.8452	367.4927	68.9087	7.0190 
0x50	 15:32:28.106	-0.0757	0.0493	-1.2617	366.0889	108.4595	15.8081 
0x50	 15:32:28.126	-0.0757	0.0493	-1.2617	366.0889	108.4595	15.8081 
0x50	 15:32:28.126	0.3198	-0.0503	-0.7671	360.9619	77.8198	19.5313 
0x50	 15:32:28.146	0.3198	-0.0503	-0.7671	360.9619	77.8198	19.5313 
0x50	 15:32:28.156	0.3506	-0.1743	-0.8384	362.2437	32.5317	31.2500 
0x50	 15:32:28.156	0.3506	-0.1743	-0.8384	362.2437	32.5317	31.2500 
0x50	 15:32:28.196	0.3691	-0.3013	-0.8188	365.3564	-11.4746	44.6777 
0x50	 15:32:28.196	0.3691	-0.3013	-0.8188	365.3564	-11.4746	44.6777 
0x50	 15:32:28.196	0.3101	-0.4043	-0.7734	371.7041	-54.1992	60.4858 
0x50	 15:32:28.206	0.3101	-0.4043	-0.7734	371.7041	-54.1992	60.4858 
0x50	 15:32:28.206	-0.2588	-0.5698	-0.8208	384.0332	-60.6689	50.0488 
0x50	 15:32:28.226	-0.2588	-0.5698	-0.8208	384.0332	-60.6689	50.0488 
0x50	 15:32:28.226	-0.2930	-0.5522	-0.5620	385.4370	-28.8086	13.7939 
0x50	 15:32:28.246	-0.2930	-0.5522	-0.5620	385.4370	-28.8086	13.7939 
0x50	 15:32:28.256	-0.2686	-0.6011	-0.4604	391.0522	-1.4038	-23.0103 
0x50	 15:32:28.276	-0.2686	-0.6011	-0.4604	391.0522	-1.4038	-23.0103 
0x50	 15:32:28.276	-0.2754	-0.7466	-0.4048	402.3438	25.1465	-63.9648 
0x50	 15:32:28.286	-0.2754	-0.7466	-0.4048	402.3438	25.1465	-63.9648 
0x50	 15:32:28.286	0.1621	-1.1211	-0.4341	417.3584	43.2739	-85.4492 
0x50	 15:32:28.316	0.1621	-1.1211	-0.4341	417.3584	43.2739	-85.4492 
0x50	 15:32:28.316	0.2773	-0.7739	-0.1182	421.2646	39.9170	-38.5742 
0x50	 15:32:28.326	0.2773	-0.7739	-0.1182	421.2646	39.9170	-38.5742 
0x50	 15:32:28.336	0.3823	-1.0371	-0.0049	427.5513	37.2925	13.0615 
0x50	 15:32:28.346	0.3823	-1.0371	-0.0049	427.5513	37.2925	13.0615 
0x50	 15:32:28.356	0.2129	-0.6587	0.1255	435.6079	34.6069	54.5044 
0x50	 15:32:28.356	0.2129	-0.6587	0.1255	435.6079	34.6069	54.5044 
0x50	 15:32:28.376	-0.0601	-1.0322	0.3071	459.0454	27.9541	61.7065 
0x50	 15:32:28.386	-0.0601	-1.0322	0.3071	459.0454	27.9541	61.7065 
0x50	 15:32:28.386	-0.2402	-0.8501	0.4380	472.6563	8.9722	21.2402 
0x50	 15:32:28.395	-0.2402	-0.8501	0.4380	472.6563	8.9722	21.2402 
0x50	 15:32:28.405	-0.1753	-0.7261	0.5840	481.9336	-13.4277	-20.8740 
0x50	 15:32:28.426	-0.1753	-0.7261	0.5840	481.9336	-13.4277	-20.8740 
0x50	 15:32:28.426	0.0752	-0.8652	0.9014	494.0186	-25.8179	-47.7295 
0x50	 15:32:28.435	0.0752	-0.8652	0.9014	494.0186	-25.8179	-47.7295 
0x50	 15:32:28.446	0.2070	-0.5103	0.8081	497.8638	8.4839	-17.6392 
0x50	 15:32:28.455	0.2070	-0.5103	0.8081	497.8638	8.4839	-17.6392 
0x50	 15:32:28.476	0.1919	-0.4727	1.1011	504.9438	54.1992	14.1602 
0x50	 15:32:28.476	0.1919	-0.4727	1.1011	504.9438	54.1992	14.1602 
0x50	 15:32:28.485	-0.0381	-0.3643	1.1904	446.5942	8.1177	-13.4888 
0x50	 15:32:28.515	-0.0381	-0.3643	1.1904	446.5942	8.1177	-13.4888 
0x50	 15:32:28.515	-0.1084	0.0537	0.7251	443.0542	16.9067	-20.8130 
0x50	 15:32:28.526	-0.1084	0.0537	0.7251	443.0542	16.9067	-20.8130 
0x50	 15:32:28.535	0.0176	-0.0698	0.7461	457.4585	19.2261	-17.5781 
0x50	 15:32:28.535	0.0176	-0.0698	0.7461	457.4585	19.2261	-17.5781 
0x50	 15:32:28.546	-0.0278	0.1157	1.0264	476.9897	20.8740	-12.5122 
0x50	 15:32:28.576	-0.0278	0.1157	1.0264	476.9897	20.8740	-12.5122 
0x50	 15:32:28.576	-0.0278	0.1157	1.0264	476.9897	20.8740	-12.5122 
0x50	 15:32:28.576	0.0405	0.2354	0.9561	481.3232	47.6074	-11.2305 
0x50	 15:32:28.596	0.0405	0.2354	0.9561	481.3232	47.6074	-11.2305 
0x50	 15:32:28.605	-0.1191	0.3408	0.7617	480.8350	3.2349	17.9443 
0x50	 15:32:28.605	-0.1191	0.3408	0.7617	480.8350	3.2349	17.9443 
0x50	 15:32:28.626	-0.0830	0.7139	1.0166	472.4731	-22.0337	29.5410 
0x50	 15:32:28.635	-0.0830	0.7139	1.0166	472.4731	-22.0337	29.5410 
0x50	 15:32:28.635	0.1450	0.7466	0.8252	462.5854	-13.4277	15.6860 
0x50	 15:32:28.646	0.1450	0.7466	0.8252	462.5854	-13.4277	15.6860 
0x50	 15:32:28.655	0.1782	0.9038	0.6758	450.7446	22.4609	-27.1606 
0x50	 15:32:28.676	0.1782	0.9038	0.6758	450.7446	22.4609	-27.1606 
0x50	 15:32:28.676	-0.0884	1.0342	0.5649	428.9551	40.3442	-46.9360 
0x50	 15:32:28.685	-0.0884	1.0342	0.5649	428.9551	40.3442	-46.9360 
0x50	 15:32:28.696	-0.2144	0.8276	0.3135	407.1045	21.2402	-5.3101 
0x50	 15:32:28.705	-0.2144	0.8276	0.3135	407.1045	21.2402	-5.3101 
0x50	 15:32:28.735	-0.1968	0.8892	0.1934	395.9961	6.2866	39.3677 
0x50	 15:32:28.735	-0.1968	0.8892	0.1934	395.9961	6.2866	39.3677 
0x50	 15:32:28.735	0.0923	0.8604	0.0889	380.4321	8.3008	46.3867 
0x50	 15:32:28.745	0.0923	0.8604	0.0889	380.4321	8.3008	46.3867 
0x50	 15:32:28.755	0.1904	1.0303	-0.0366	376.7090	5.0659	8.7891 
0x50	 15:32:28.776	0.1904	1.0303	-0.0366	376.7090	5.0659	8.7891 
0x50	 15:32:28.776	0.2417	1.0786	-0.2305	368.8965	-1.7700	-46.1426 
0x50	 15:32:28.776	0.2417	1.0786	-0.2305	368.8965	-1.7700	-46.1426 
0x50	 15:32:28.836	-0.2358	0.8965	-0.3037	351.9897	0.6714	-43.2739 
0x50	 15:32:28.836	-0.2358	0.8965	-0.3037	351.9897	0.6714	-43.2739 
0x50	 15:32:28.845	-0.2627	0.7271	-0.3579	339.9658	18.1885	3.7231 
0x50	 15:32:28.845	-0.2627	0.7271	-0.3579	339.9658	18.1885	3.7231 
0x50	 15:32:28.845	-0.1616	0.8716	-0.5859	331.7871	36.3159	43.0908 
0x50	 15:32:28.845	-0.1616	0.8716	-0.5859	331.7871	36.3159	43.0908 
0x50	 15:32:28.855	0.2510	0.6431	-0.5181	321.2891	19.5923	23.6206 
0x50	 15:32:28.876	0.2510	0.6431	-0.5181	321.2891	19.5923	23.6206 
0x50	 15:32:28.876	0.2529	0.6343	-0.6689	315.4907	-12.9395	-13.1836 
0x50	 15:32:28.896	0.2529	0.6343	-0.6689	315.4907	-12.9395	-13.1836 
0x50	 15:32:28.896	-0.2100	0.5562	-0.7388	308.2275	-15.5640	-17.3950 
0x50	 15:32:28.935	-0.2100	0.5562	-0.7388	308.2275	-15.5640	-17.3950 
0x50	 15:32:28.935	-0.2524	0.4409	-0.7788	301.8188	19.9585	8.1177 
0x50	 15:32:28.935	-0.2524	0.4409	-0.7788	301.8188	19.9585	8.1177 
0x50	 15:32:28.945	0.1582	0.3989	-0.8730	295.4712	30.0903	14.2212 
0x50	 15:32:28.945	0.1582	0.3989	-0.8730	295.4712	30.0903	14.2212 
0x50	 15:32:28.955	0.2715	0.2939	-0.8501	293.2739	-7.8125	-1.8311 
0x50	 15:32:28.976	0.2715	0.2939	-0.8501	293.2739	-7.8125	-1.8311 
0x50	 15:32:28.976	-0.2437	0.1919	-0.8472	291.2598	-4.0283	-3.1128 
0x50	 15:32:28.985	-0.2437	0.1919	-0.8472	291.2598	-4.0283	-3.1128 
0x50	 15:32:28.996	-0.0488	0.0986	-0.9297	289.1235	22.5220	2.0752 
0x50	 15:32:29.005	-0.0488	0.0986	-0.9297	289.1235	22.5220	2.0752 
0x50	 15:32:29.026	0.1797	0.0146	-0.9473	288.5132	13.4277	1.8921 
0x50	 15:32:29.026	0.1797	0.0146	-0.9473	288.5132	13.4277	1.8921 
0x50	 15:32:29.026	0.0430	-0.0962	-1.0010	289.1846	-15.7471	2.3804 
0x50	 15:32:29.046	0.0430	-0.0962	-1.0010	289.1846	-15.7471	2.3804 
0x50	 15:32:29.055	-0.2505	-0.1626	-0.8379	288.8794	13.1226	-2.9907 
0x50	 15:32:29.055	-0.2505	-0.1626	-0.8379	288.8794	13.1226	-2.9907 
0x50	 15:32:29.076	0.1733	-0.2710	-0.9102	292.5415	23.6816	-3.6011 
0x50	 15:32:29.076	0.1733	-0.2710	-0.9102	292.5415	23.6816	-3.6011 
0x50	 15:32:29.096	0.1821	-0.3638	-0.8579	296.3867	-9.9487	10.4980 
0x50	 15:32:29.105	0.1821	-0.3638	-0.8579	296.3867	-9.9487	10.4980 
0x50	 15:32:29.105	-0.2012	-0.4419	-0.7915	300.9033	5.1270	-0.9766 
0x50	 15:32:29.145	-0.2012	-0.4419	-0.7915	300.9033	5.1270	-0.9766 
0x50	 15:32:29.145	0.0469	-0.4004	-0.5024	310.7910	17.8223	-4.7607 
0x50	 15:32:29.145	0.0469	-0.4004	-0.5024	310.7910	17.8223	-4.7607 
0x50	 15:32:29.155	0.1904	-0.6499	-0.7144	309.5703	7.0801	7.5684 
0x50	 15:32:29.155	0.1904	-0.6499	-0.7144	309.5703	7.0801	7.5684 
0x50	 15:32:29.176	-0.1792	-0.7017	-0.6357	315.8569	5.0049	6.5308 
0x50	 15:32:29.176	-0.1792	-0.7017	-0.6357	315.8569	5.0049	6.5308 
0x50	 15:32:29.205	0.0205	-0.7817	-0.5410	322.9370	21.5454	-16.1743 
0x50	 15:32:29.205	0.0205	-0.7817	-0.5410	322.9370	21.5454	-16.1743 
0x50	 15:32:29.205	0.2783	-0.7734	-0.4087	331.6040	7.9346	10.4980 
0x50	 15:32:29.226	0.2783	-0.7734	-0.4087	331.6040	7.9346	10.4980 
0x50	 15:32:29.246	-0.1226	-0.8999	-0.3438	342.8955	-0.5493	22.1558 
0x50	 15:32:29.246	-0.1226	-0.8999	-0.3438	342.8955	-0.5493	22.1558 
0x50	 15:32:29.255	-0.1929	-0.9038	-0.1953	350.2808	9.5215	-20.0806 
0x50	 15:32:29.255	-0.1929	-0.9038	-0.1953	350.2808	9.5215	-20.0806 
0x50	 15:32:29.295	0.2246	-1.1187	-0.0928	358.5205	14.4043	-26.9775 
0x50	 15:32:29.295	0.2246	-1.1187	-0.0928	358.5205	14.4043	-26.9775 
0x50	 15:32:29.295	0.2412	-0.7021	0.0518	362.9761	12.6953	16.9067 
0x50	 15:32:29.305	0.2412	-0.7021	0.0518	362.9761	12.6953	16.9067 
0x50	 15:32:29.305	-0.0376	-1.1543	0.1689	380.1270	11.7798	39.7339 
0x50	 15:32:29.326	-0.0376	-1.1543	0.1689	380.1270	11.7798	39.7339 
0x50	 15:32:29.326	-0.1733	-0.7842	0.2842	391.0522	-0.3662	-3.7842 
0x50	 15:32:29.346	-0.1733	-0.7842	0.2842	391.0522	-0.3662	-3.7842 
0x50	 15:32:29.355	-0.0054	-0.9995	0.5059	403.6865	-6.1035	-31.7993 
0x50	 15:32:29.355	-0.0054	-0.9995	0.5059	403.6865	-6.1035	-31.7993 
0x50	 15:32:29.376	0.1855	-0.7568	0.5581	409.7900	2.9907	-16.7236 
0x50	 15:32:29.376	0.1855	-0.7568	0.5581	409.7900	2.9907	-16.7236 
0x50	 15:32:29.396	0.1953	-0.8018	0.7725	418.5181	29.6021	20.8130 
0x50	 15:32:29.405	0.1953	-0.8018	0.7725	418.5181	29.6021	20.8130 
0x50	 15:32:29.405	-0.0547	-0.6719	0.8511	426.4526	37.4146	32.1655 
0x50	 15:32:29.426	-0.0547	-0.6719	0.8511	426.4526	37.4146	32.1655 
0x50	 15:32:29.426	-0.1548	-0.4551	0.8184	433.1055	1.2207	2.0752 
0x50	 15:32:29.475	-0.1548	-0.4551	0.8184	433.1055	1.2207	2.0752 
0x50	 15:32:29.475	-0.0439	-0.7549	1.7310	429.8706	-33.2642	-23.9258 
0x50	 15:32:29.475	-0.0439	-0.7549	1.7310	429.8706	-33.2642	-23.9258 
0x50	 15:32:29.485	0.1021	-0.1455	0.9023	400.2075	-26.9775	-36.7432 
0x50	 15:32:29.485	0.1021	-0.1455	0.9023	400.2075	-26.9775	-36.7432 
0x50	 15:32:29.485	0.1045	-0.0562	0.8638	389.3433	2.5024	-27.4658 
0x50	 15:32:29.495	0.1045	-0.0562	0.8638	389.3433	2.5024	-27.4658 
0x50	 15:32:29.525	0.0933	0.0039	0.8652	390.1367	28.2593	-23.6206 
0x50	 15:32:29.525	0.0933	0.0039	0.8652	390.1367	28.2593	-23.6206 
0x50	 15:32:29.525	0.0723	0.1074	0.8916	407.1045	54.5654	-24.9023 
0x50	 15:32:29.555	0.0723	0.1074	0.8916	407.1045	54.5654	-24.9023 
0x50	 15:32:29.565	0.0723	0.1074	0.8916	407.1045	54.5654	-24.9023 
